Abrangência;Localidade;Localidade;Casos Confirmados - Acumulado;Casos Confirmados - Novos;Casos Confirmados - Incremento;Casos Confirmados - Incidência*;Casos Confirmados - Em acompanhamento;Casos Confirmados - Recuperados;Óbitos Confirmados - Acumulado;Óbitos Confirmados - Novos;Óbitos Confirmados - Incremento;Óbitos Confirmados - Mortalidade*;Óbitos Confirmados - Letalidade
Município;420840;Itapiranga;2.081;3;0,14;12.334,04;0;0;14;0;0,00;82,98;0,67
Município;420845;Itapoá;3.277;8;0,24;15.926,32;0;0;65;0;0,00;315,90;1,98
Município;420850;Ituporanga;3.275;12;0,37;13.055,09;0;0;57;1;1,79;227,22;1,74
Município;420860;Jaborá;920;0;0,00;23.373,98;0;0;7;0;0,00;177,85;0,76
Município;420870;Jacinto Machado;1.335;4;0,30;12.816,82;0;0;31;0;0,00;297,62;2,32
Município;420880;Jaguaruna;3.225;3;0,09;16.105,67;0;0;53;0;0,00;264,68;1,64
Município;420890;Jaraguá do Sul;29.873;49;0,16;16.811,20;0;0;360;2;0,56;202,59;1,21
Município;420895;Jardinópolis;362;1;0,28;23.057,32;0;0;4;0;0,00;254,78;1,10
Município;420900;Joaçaba;6.208;29;0,47;20.612,26;0;0;70;0;0,00;232,42;1,13
Município;420910;Joinville;95.292;224;0,24;16.138,44;0;0;1.563;7;0,45;264,71;1,64
Município;420915;José Boiteux;607;4;0,66;12.147,29;0;0;8;0;0,00;160,10;1,32
Município;420917;Jupiá;263;0;0,00;12.517,85;0;0;4;0;0,00;190,39;1,52
Município;420920;Lacerdópolis;438;2;0,46;19.501,34;0;0;4;0;0,00;178,09;0,91
Município;420930;Lages;26.063;113;0,44;16.543,31;0;0;484;0;0,00;307,22;1,86
Município;420940;Laguna;5.122;7;0,14;11.179,99;0;0;137;0;0,00;299,04;2,67
Município;420945;Lajeado Grande;233;0;0,00;16.327,96;0;0;5;0;0,00;350,39;2,15
Município;420950;Laurentino;1.080;5;0,47;15.494,98;0;0;7;0;0,00;100,43;0,65
Município;420960;Lauro Muller;2.399;7;0,29;15.737,34;0;0;43;0;0,00;282,08;1,79
Município;420970;Lebon Régis;1.087;2;0,18;8.978,28;0;0;50;0;0,00;412,98;4,60
Município;420980;Leoberto Leal;280;3;1,08;9.207,50;0;0;2;0;0,00;65,77;0,71
Município;420985;Lindóia do Sul;904;3;0,33;19.811,53;0;0;11;0;0,00;241,07;1,22
Município;420990;Lontras;1.116;6;0,54;9.200,33;0;0;19;0;0,00;156,64;1,70
Município;421000;Luiz Alves;2.003;5;0,25;15.576,64;0;0;12;0;0,00;93,32;0,60
Município;421003;Luzerna;1.012;3;0,30;17.801,23;0;0;13;0;0,00;228,67;1,28
Município;421005;Macieira;145;1;0,69;8.169,01;0;0;5;0;0,00;281,69;3,45
Município;421010;Mafra;5.201;12;0,23;9.239,32;0;0;109;3;2,83;193,63;2,10
Município;421020;Major Gercino;336;1;0,30;9.761,77;0;0;6;0;0,00;174,32;1,79
Município;421030;Major Vieira;475;3;0,64;5.862,03;0;0;4;0;0,00;49,36;0,84
Município;421040;Maracajá;1.138;5;0,44;15.604,00;0;0;19;0;0,00;260,52;1,67
Município;421050;Maravilha;4.403;4;0,09;17.091,06;0;0;62;0;0,00;240,66;1,41
Município;421055;Marema;242;1;0,41;13.466,89;0;0;13;0;0,00;723,43;5,37
Município;421060;Massaranduba;2.403;19;0,80;14.205,49;0;0;19;0;0,00;112,32;0,79
Município;421070;Matos Costa;166;0;0,00;6.587,30;0;0;2;0;0,00;79,37;1,20
Município;421080;Meleiro;1.157;3;0,26;16.493,23;0;0;21;0;0,00;299,36;1,82
Município;421085;Mirim Doce;303;0;0,00;13.122,56;0;0;4;0;0,00;173,24;1,32
Município;421090;Modelo;398;1;0,25;9.455,93;0;0;11;0;0,00;261,34;2,76
Município;421100;Mondaí;1.022;15;1,49;8.703,80;0;0;10;0;0,00;85,16;0,98
Município;421105;Monte Carlo;1.237;2;0,16;12.538,01;0;0;38;0;0,00;385,16;3,07
Município;421110;Monte Castelo;880;4;0,46;10.634,44;0;0;21;0;0,00;253,78;2,39
Município;421120;Morro da Fumaça;3.347;10;0,30;18.807,60;0;0;39;0;0,00;219,15;1,17
Município;421125;Morro Grande;530;0;0,00;18.320,08;0;0;5;0;0,00;172,83;0,94
Município;421130;Navegantes;9.156;52;0,57;11.237,80;0;0;178;2;1,14;218,47;1,94
Município;421140;Nova Erechim;659;0;0,00;13.130,11;0;0;9;0;0,00;179,32;1,37
Município;421145;Nova Itaberaba;411;0;0,00;9.489,73;0;0;3;0;0,00;69,27;0,73
Município;421150;Nova Trento;1.895;11;0,58;13.024,95;0;0;13;1;8,33;89,35;0,69
Município;421160;Nova Veneza;2.784;13;0,47;18.356,85;0;0;29;0;0,00;191,22;1,04
Município;421165;Novo Horizonte;185;0;0,00;7.575,76;0;0;0;0;0,00;0,00;0,00
Município;421170;Orleans;5.020;11;0,22;21.909,92;0;0;76;0;0,00;331,70;1,51
Município;421175;Otacílio Costa;3.384;23;0,68;18.053,78;0;0;58;1;1,75;309,43;1,71
Município;421180;Ouro;1.564;6;0,39;21.439,34;0;0;18;0;0,00;246,74;1,15
Município;421185;Ouro Verde;326;0;0,00;14.704,56;0;0;11;0;0,00;496,17;3,37
Município;421187;Paial;205;0;0,00;13.621,26;0;0;4;0;0,00;265,78;1,95
Município;421189;Painel;169;1;0,60;7.164,05;0;0;5;0;0,00;211,95;2,96
Município;421190;Palhoça;27.576;22;0,08;16.051,50;0;0;330;0;0,00;192,09;1,20
Município;421200;Palma Sola;931;0;0,00;12.542,10;0;0;16;0;0,00;215,55;1,72
Município;421205;Palmeira;318;-1;-0,31;12.105,06;0;0;4;0;0,00;152,26;1,26
Município;421210;Palmitos;1.689;2;0,12;10.445,92;0;0;39;0;0,00;241,20;2,31
Município;421220;Papanduva;1.334;49;3,81;6.904,76;0;0;43;0;0,00;222,57;3,22
Município;421223;Paraíso;73;0;0,00;2.123,95;0;0;5;0;0,00;145,48;6,85
Município;421225;Passo de Torres;1.181;0;0,00;13.385,47;0;0;23;0;0,00;260,68;1,95
Município;421227;Passos Maia;314;1;0,32;7.571,74;0;0;12;0;0,00;289,37;3,82
Município;421230;Paulo Lopes;1.257;1;0,08;16.773,42;0;0;14;0;0,00;186,82;1,11
Município;421240;Pedras Grandes;699;1;0,14;17.580,48;0;0;22;0;0,00;553,32;3,15
Município;421250;Penha;5.165;21;0,41;15.877,16;0;0;83;0;0,00;255,14;1,61
Município;421260;Peritiba;426;0;0,00;15.285,25;0;0;4;0;0,00;143,52;0,94
Município;421265;Pescaria Brava;1.835;19;1,05;18.184,52;0;0;22;0;0,00;218,02;1,20
Município;421270;Petrolândia;711;0;0,00;11.975,75;0;0;24;0;0,00;404,24;3,38
Município;421290;Pinhalzinho;3.251;13;0,40;16.004,53;0;0;34;0;0,00;167,38;1,05
Município;421300;Pinheiro Preto;525;0;0,00;14.767,93;0;0;8;0;0,00;225,04;1,52
Município;421310;Piratuba;558;0;0,00;14.478,46;0;0;10;0;0,00;259,47;1,79
Município;421315;Planalto Alegre;274;0;0,00;9.547,04;0;0;9;0;0,00;313,59;3,28
Município;421320;Pomerode;5.046;14;0,28;15.086,55;0;0;62;0;0,00;185,37;1,23
Município;421330;Ponte Alta;533;1;0,19;11.384,02;0;0;12;0;0,00;256,30;2,25
Município;421335;Ponte Alta do Norte;294;0;0,00;8.611,60;0;0;7;0;0,00;205,04;2,38
Município;421340;Ponte Serrada;1.235;3;0,24;10.652,98;0;0;43;0;0,00;370,91;3,48
Município;421350;Porto Belo;2.706;2;0,07;12.651,95;0;0;52;0;0,00;243,13;1,92
Município;421360;Porto União;4.149;20;0,48;11.721,00;0;0;76;0;0,00;214,70;1,83
Município;421370;Pouso Redondo;1.737;8;0,46;9.952,44;0;0;28;0;0,00;160,43;1,61
Município;421380;Praia Grande;1.095;3;0,27;14.961,06;0;0;16;0;0,00;218,61;1,46
Município;421390;Presidente Castello Branco;447;2;0,45;28.507,65;0;0;4;0;0,00;255,10;0,89
Município;421400;Presidente Getúlio;1.725;4;0,23;9.873,50;0;0;33;0;0,00;188,88;1,91
Município;421410;Presidente Nereu;125;0;0,00;5.465,68;0;0;4;0;0,00;174,90;3,20
Município;421415;Princesa;400;2;0,50;13.679,89;0;0;8;0;0,00;273,60;2,00
Município;421420;Quilombo;1.498;6;0,40;15.151,21;0;0;40;0;0,00;404,57;2,67
Município;421430;Rancho Queimado;438;7;1,62;15.218,90;0;0;2;0;0,00;69,49;0,46
Município;421440;Rio das Antas;610;0;0,00;9.830,78;0;0;10;0;0,00;161,16;1,64
Município;421450;Rio do Campo;558;0;0,00;9.393,94;0;0;8;0;0,00;134,68;1,43
Município;421460;Rio do Oeste;713;2;0,28;9.520,63;0;0;9;1;12,50;120,18;1,26
Município;421470;Rio dos Cedros;943;0;0,00;8.076,40;0;0;25;0;0,00;214,11;2,65
Município;421480;Rio do Sul;8.759;19;0,22;12.326,03;0;0;120;1;0,84;168,87;1,37
Município;421490;Rio Fortuna;756;2;0,27;16.395,58;0;0;8;0;0,00;173,50;1,06
Município;421500;Rio Negrinho;5.308;41;0,78;12.547,87;0;0;109;0;0,00;257,67;2,05
Município;421505;Rio Rufino;227;0;0,00;9.142,17;0;0;5;0;0,00;201,37;2,20
Município;421507;Riqueza;537;1;0,19;11.678,99;0;0;15;0;0,00;326,23;2,79
Município;421510;Rodeio;1.440;1;0,07;12.466,45;0;0;24;0;0,00;207,77;1,67
Município;421520;Romelândia;384;1;0,26;8.023,40;0;0;8;0;0,00;167,15;2,08
Município;421530;Salete;783;4;0,51;10.246,01;0;0;8;0;0,00;104,68;1,02
Município;421535;Saltinho;235;1;0,43;6.215,29;0;0;4;0;0,00;105,79;1,70
Município;421540;Salto Veloso;676;0;0,00;14.328,11;0;0;8;0;0,00;169,56;1,18
Município;421545;Sangão;1.763;3;0,17;13.905,98;0;0;12;0;0,00;94,65;0,68
Município;421550;Santa Cecília;1.288;6;0,47;7.653,00;0;0;23;0;0,00;136,66;1,79
Município;421555;Santa Helena;85;0;0,00;3.823,66;0;0;4;0;0,00;179,94;4,71
Município;421560;Santa Rosa de Lima;301;1;0,33;14.052,29;0;0;5;0;0,00;233,43;1,66
Município;421565;Santa Rosa do Sul;1.190;3;0,25;14.237,86;0;0;24;0;0,00;287,15;2,02
Município;421567;Santa Terezinha;424;5;1,19;4.825,31;0;0;3;0;0,00;34,14;0,71
Município;421568;Santa Terezinha do Progresso;308;0;0,00;12.685,34;0;0;3;0;0,00;123,56;0,97
Município;421569;Santiago do Sul;142;0;0,00;11.269,84;0;0;2;0;0,00;158,73;1,41
Município;421570;Santo Amaro da Imperatriz;3.649;3;0,08;15.698,00;0;0;72;0;0,00;309,74;1,97
Município;421580;São Bento do Sul;8.489;76;0,90;10.045,32;0;0;149;4;2,76;176,32;1,76
Município;421575;São Bernardino;330;-1;-0,30;14.126,71;0;0;3;0;0,00;128,42;0,91
Município;421590;São Bonifácio;449;0;0,00;15.821,00;0;0;7;0;0,00;246,65;1,56
Município;421600;São Carlos;779;1;0,13;6.905,42;0;0;19;0;0,00;168,42;2,44
Município;421605;São Cristovão do Sul;170;0;0,00;3.063,62;0;0;12;0;0,00;216,26;7,06
Município;421610;São Domingos;1.245;41;3,41;13.181,58;0;0;19;1;5,56;201,16;1,53
Município;421620;São Francisco do Sul;6.729;4;0,06;12.763,41;0;0;134;0;0,00;254,17;1,99
Município;421630;São João Batista;4.620;8;0,17;12.345,02;0;0;81;0;0,00;216,44;1,75
Município;421635;São João do Itaperiú;618;0;0,00;16.555,05;0;0;12;0;0,00;321,46;1,94
Município;421625;São João do Oeste;510;4;0,79;7.992,48;0;0;7;0;0,00;109,70;1,37
Município;421640;São João do Sul;987;0;0,00;13.526,11;0;0;13;0;0,00;178,16;1,32
Município;421650;São Joaquim;2.874;2;0,07;10.663,40;0;0;72;0;0,00;267,14;2,51
Município;421660;São José;33.628;21;0,06;13.637,43;0;0;556;0;0,00;225,48;1,65
Município;421670;São José do Cedro;1.777;9;0,51;12.849,81;0;0;22;0;0,00;159,09;1,24
Município;421680;São José do Cerrito;671;5;0,75;8.089,21;0;0;10;0;0,00;120,55;1,49
Município;421690;São Lourenço do Oeste;948;2;0,21;3.937,53;0;0;37;0;0,00;153,68;3,90
Município;421700;São Ludgero;2.896;7;0,24;21.595,82;0;0;35;0;0,00;261,00;1,21
Município;421710;São Martinho;732;0;0,00;23.018,87;0;0;14;0;0,00;440,25;1,91
Município;421715;São Miguel da Boa Vista;271;2;0,74;14.890,11;0;0;4;0;0,00;219,78;1,48
Município;421720;São Miguel do Oeste;4.936;35;0,71;12.193,07;0;0;62;0;0,00;153,15;1,26
Município;421725;São Pedro de Alcântara;733;3;0,41;12.588,01;0;0;10;0;0,00;171,73;1,36
Município;421730;Saudades;924;0;0,00;9.481,79;0;0;9;0;0,00;92,36;0,97
Município;421740;Schroeder;3.280;16;0,49;15.352,21;0;0;34;0;0,00;159,14;1,04
Município;421750;Seara;2.667;17;0,64;15.204,38;0;0;29;1;3,57;165,33;1,09
Município;421755;Serra Alta;289;1;0,35;8.856,88;0;0;5;0;0,00;153,23;1,73
Município;421760;Siderópolis;1.265;9;0,72;9.031,20;0;0;44;0;0,00;314,13;3,48
Município;421770;Sombrio;3.527;4;0,11;11.611,90;0;0;73;0;0,00;240,34;2,07
Município;421775;Sul Brasil;538;6;1,13;21.861,03;0;0;7;0;0,00;284,44;1,30
Município;421780;Taió;2.168;8;0,37;11.785,81;0;0;19;0;0,00;103,29;0,88
Município;421790;Tangará;1.350;5;0,37;15.560,17;0;0;30;0;0,00;345,78;2,22
Município;421795;Tigrinhos;328;2;0,61;20.085,73;0;0;1;0;0,00;61,24;0,30
Município;421800;Tijucas;6.363;3;0,05;16.567,29;0;0;83;0;0,00;216,11;1,30
Município;421810;Timbé do Sul;848;0;0,00;15.856,39;0;0;15;0;0,00;280,48;1,77
Município;421820;Timbó;6.677;6;0,09;15.093,36;0;0;80;0;0,00;180,84;1,20
Município;421825;Timbó Grande;730;4;0,55;9.267,49;0;0;15;0;0,00;190,43;2,05
Município;421830;Três Barras;2.088;4;0,19;10.832,68;0;0;60;2;3,45;311,28;2,87
Município;421835;Treviso;844;6;0,72;21.481,29;0;0;12;1;9,09;305,42;1,42
Município;421840;Treze de Maio;1.142;3;0,26;16.127,67;0;0;11;0;0,00;155,35;0,96
Município;421850;Treze Tílias;899;1;0,11;11.466,84;0;0;11;0;0,00;140,31;1,22
Município;421860;Trombudo Central;1.184;3;0,25;16.086,96;0;0;21;0;0,00;285,33;1,77
Município;421870;Tubarão;20.104;33;0,16;19.022,39;0;0;412;0;0,00;389,83;2,05
Município;421875;Tunápolis;1.050;12;1,16;23.112,48;0;0;8;0;0,00;176,10;0,76
Município;421880;Turvo;1.993;3;0,15;15.450,81;0;0;24;0;0,00;186,06;1,20
Município;421885;União do Oeste;348;0;0,00;14.123,38;0;0;11;0;0,00;446,43;3,16
Município;421890;Urubici;720;0;0,00;6.408,54;0;0;25;0;0,00;222,52;3,47
Município;421895;Urupema;252;0;0,00;10.223,12;0;0;3;0;0,00;121,70;1,19
Município;421900;Urussanga;3.633;4;0,11;17.082,00;0;0;60;0;0,00;282,11;1,65
Município;421910;Vargeão;309;0;0,00;8.648,19;0;0;5;0;0,00;139,94;1,62
Município;421915;Vargem;491;1;0,20;19.822,37;0;0;3;0;0,00;121,11;0,61
Município;421917;Vargem Bonita;775;2;0,26;17.252,89;0;0;8;0;0,00;178,09;1,03
Município;421920;Vidal Ramos;553;10;1,84;8.725,15;0;0;9;0;0,00;142,00;1,63
Município;421930;Videira;10.064;67;0,67;18.965,42;0;0;110;1;0,92;207,29;1,09
Município;421935;Vitor Meireles;404;2;0,50;8.114,08;0;0;3;0;0,00;60,25;0,74
Município;421940;Witmarsum;326;0;0,00;8.221,94;0;0;4;0;0,00;100,88;1,23
Município;421950;Xanxerê;9.540;21;0,22;18.712,49;0;0;162;0;0,00;317,76;1,70
Município;421960;Xavantina;370;0;0,00;9.407,58;0;0;5;0;0,00;127,13;1,35
Município;421970;Xaxim;4.062;2;0,05;14.150,35;0;0;104;0;0,00;362,29;2,56
Município;421985;Zortéa;821;4;0,49;24.412,73;0;0;11;0;0,00;327,09;1,34
Unidade da Federação;43;Rio Grande do Sul;1.209.084;4.380;0,36;10.627,22;0;0;31.077;77;0,25;273,15;2,57
Município;430003;Aceguá;350;0;0,00;7.141,40;0;0;7;1;16,67;142,83;2,00
Município;430005;Água Santa;475;0;0,00;12.673,43;0;0;11;0;0,00;293,49;2,32
Município;430010;Agudo;1.680;2;0,12;10.205,94;0;0;29;0;0,00;176,17;1,73
Município;430020;Ajuricaba;1.019;0;0,00;14.507,40;0;0;27;0;0,00;384,40;2,65
Município;430030;Alecrim;307;4;1,32;5.159,66;0;0;11;0;0,00;184,87;3,58
Município;430040;Alegrete;9.351;82;0,88;12.707,06;0;0;271;0;0,00;368,26;2,90
Município;430045;Alegria;375;3;0,81;10.825,64;0;0;3;0;0,00;86,61;0,80
Município;430047;Almirante Tamandaré do Sul;317;0;0,00;16.140,53;0;0;4;0;0,00;203,67;1,26
Município;430050;Alpestre;396;15;3,94;6.327,90;0;0;9;0;0,00;143,82;2,27
Município;430055;Alto Alegre;197;0;0,00;12.026,86;0;0;1;0;0,00;61,05;0,51
Município;430057;Alto Feliz;259;1;0,39;8.553,50;0;0;2;0;0,00;66,05;0,77
Município;430060;Alvorada;20.268;33;0,16;9.637,43;0;0;722;0;0,00;343,31;3,56
Município;430063;Amaral Ferrador;294;3;1,03;4.181,48;0;0;7;0;0,00;99,56;2,38
Município;430064;Ametista do Sul;754;6;0,80;10.176,81;0;0;20;0;0,00;269,94;2,65
Município;430066;André da Rocha;112;0;0,00;8.402,10;0;0;0;0;0,00;0,00;0,00
Município;430070;Anta Gorda;607;4;0,66;10.148,80;0;0;4;0;0,00;66,88;0,66
Município;430080;Antônio Prado;2.618;13;0,50;20.061,30;0;0;28;0;0,00;214,56;1,07
Município;430085;Arambaré;180;0;0,00;5.026,53;0;0;8;0;0,00;223,40;4,44
Município;430087;Araricá;990;1;0,10;17.374,52;0;0;24;0;0,00;421,20;2,42
Município;430090;Aratiba;366;0;0,00;5.870,09;0;0;6;0;0,00;96,23;1,64
Município;430100;Arroio do Meio;3.042;6;0,20;14.621,49;0;0;43;0;0,00;206,68;1,41
Município;430107;Arroio do Padre;219;0;0,00;7.456,59;0;0;3;0;0,00;102,15;1,37
Município;430105;Arroio do Sal;1.103;2;0,18;10.958,77;0;0;36;0;0,00;357,68;3,26
Município;430110;Arroio dos Ratos;968;0;0,00;6.840,51;0;0;32;0;0,00;226,13;3,31
Município;430120;Arroio do Tigre;1.151;17;1,50;8.606,89;0;0;19;0;0,00;142,08;1,65
Município;430130;Arroio Grande;1.816;0;0,00;9.927,29;0;0;52;0;0,00;284,26;2,86
Município;430140;Arvorezinha;811;5;0,62;7.780,12;0;0;26;0;0,00;249,42;3,21
Município;430150;Augusto Pestana;737;1;0,14;11.064,40;0;0;13;0;0,00;195,17;1,76
Município;430155;Áurea;227;0;0,00;6.387,17;0;0;5;0;0,00;140,69;2,20
Município;430160;Bagé;9.994;46;0,46;8.249,75;0;0;270;1;0,37;222,88;2,70
Município;430163;Balneário Pinhal;708;0;0,00;5.032,70;0;0;44;0;0,00;312,77;6,21
Município;430165;Barão;607;2;0,33;9.836,33;0;0;9;0;0,00;145,84;1,48
Município;430170;Barão de Cotegipe;726;6;0,83;10.961,80;0;0;8;0;0,00;120,79;1,10
Município;430175;Barão do Triunfo;452;1;0,22;6.037,13;0;0;6;0;0,00;80,14;1,33
Município;430180;Barracão;439;0;0,00;8.322,27;0;0;16;0;0,00;303,32;3,64
Município;430185;Barra do Guarita;111;0;0,00;3.417,49;0;0;7;0;0,00;215,52;6,31
Município;430187;Barra do Quaraí;408;1;0,25;9.679,72;0;0;6;0;0,00;142,35;1,47
Município;430190;Barra do Ribeiro;1.029;0;0,00;7.627,31;0;0;47;0;0,00;348,38;4,57
Município;430192;Barra do Rio Azul;101;0;0,00;5.976,33;0;0;1;0;0,00;59,17;0,99
Município;430195;Barra Funda;571;1;0,18;22.489,17;0;0;12;0;0,00;472,63;2,10
Município;430200;Barros Cassal;717;1;0,14;6.402,36;0;0;12;0;0,00;107,15;1,67
Município;430205;Benjamin Constant do Sul;167;0;0,00;8.375,13;0;0;0;0;0,00;0,00;0,00
Município;430210;Bento Gonçalves;18.038;235;1,32;14.975,01;0;0;318;2;0,63;264,00;1,76
Município;430215;Boa Vista das Missões;215;0;0,00;10.247,86;0;0;6;1;20,00;285,99;2,79
Município;430220;Boa Vista do Buricá;836;0;0,00;12.455,30;0;0;9;0;0,00;134,09;1,08
Município;430222;Boa Vista do Cadeado;188;0;0,00;7.611,34;0;0;2;0;0,00;80,97;1,06
Município;430223;Boa Vista do Incra;292;1;0,34;11.217,83;0;0;4;0;0,00;153,67;1,37
Município;430225;Boa Vista do Sul;299;0;0,00;10.743,80;0;0;3;0;0,00;107,80;1,00
Município;430230;Bom Jesus;873;3;0,34;7.692,31;0;0;20;0;0,00;176,23;2,29
Município;430235;Bom Princípio;1.909;5;0,26;13.582,36;0;0;27;0;0,00;192,10;1,41
Município;430237;Bom Progresso;147;4;2,80;7.569,52;0;0;3;0;0,00;154,48;2,04
Município;430240;Bom Retiro do Sul;1.011;5;0,50;8.200,84;0;0;28;0;0,00;227,13;2,77
Município;430245;Boqueirão do Leão;572;2;0,35;7.415,09;0;0;31;0;0,00;401,87;5,42
Município;430250;Bossoroca;402;4;1,01;6.402,29;0;0;22;0;0,00;350,37;5,47
Município;430258;Bozano;244;0;0,00;11.493,17;0;0;7;0;0,00;329,72;2,87
Município;430260;Braga;357;17;5,00;10.647,18;0;0;9;0;0,00;268,42;2,52
Município;430265;Brochier;412;0;0,00;8.119,83;0;0;5;0;0,00;98,54;1,21
Município;430270;Butiá;2.049;0;0,00;9.784,63;0;0;54;0;0,00;257,87;2,64
Município;430280;Caçapava do Sul;3.744;21;0,56;11.134,90;0;0;85;1;1,19;252,80;2,27
Município;430290;Cacequi;640;147;29,82;5.095,14;0;0;7;0;0,00;55,73;1,09
Município;430300;Cachoeira do Sul;10.044;39;0,39;12.218,83;0;0;168;4;2,44;204,38;1,67
Município;430310;Cachoeirinha;14.224;67;0,47;10.916,93;0;0;410;0;0,00;314,68;2,88
Município;430320;Cacique Doble;529;0;0,00;10.444,23;0;0;10;0;0,00;197,43;1,89
Município;430330;Caibaté;295;0;0,00;6.087,49;0;0;7;0;0,00;144,45;2,37
Município;430340;Caiçara;571;0;0,00;12.038,79;0;0;8;0;0,00;168,67;1,40
Município;430350;Camaquã;6.754;3;0,04;10.193,02;0;0;135;0;0,00;203,74;2,00
Município;430355;Camargo;427;0;0,00;15.623,86;0;0;6;0;0,00;219,54;1,41
Município;430360;Cambará do Sul;294;0;0,00;4.571,61;0;0;10;0;0,00;155,50;3,40
Município;430367;Campestre da Serra;248;0;0,00;7.319,95;0;0;2;0;0,00;59,03;0,81
Município;430370;Campina das Missões;578;0;0,00;10.559,01;0;0;9;0;0,00;164,41;1,56
Município;430380;Campinas do Sul;687;10;1,48;12.596,26;0;0;5;0;0,00;91,68;0,73
Município;430390;Campo Bom;9.675;11;0,11;14.502,64;0;0;249;1;0,40;373,25;2,57
Município;430400;Campo Novo;629;6;0,96;14.027,65;0;0;16;0;0,00;356,82;2,54
Município;430410;Campos Borges;492;3;0,61;14.819,28;0;0;8;0;0,00;240,96;1,63
Município;430420;Candelária;3.472;10;0,29;11.069,66;0;0;68;0;0,00;216,80;1,96
Município;430430;Cândido Godói;687;4;0,59;11.084,22;0;0;5;0;0,00;80,67;0,73
Município;430435;Candiota;1.145;6;0,53;11.946,99;0;0;15;1;7,14;156,51;1,31
Município;430440;Canela;5.901;11;0,19;13.113,92;0;0;170;0;0,00;377,79;2,88
Município;430450;Canguçu;4.016;14;0,35;7.165,67;0;0;86;0;0,00;153,45;2,14
Município;430460;Canoas;40.286;38;0,09;11.622,66;0;0;1.516;0;0,00;437,37;3,76
Município;430461;Canudos do Vale;112;0;0,00;6.526,81;0;0;3;0;0,00;174,83;2,68
Município;430462;Capão Bonito do Sul;225;0;0,00;13.603,39;0;0;4;0;0,00;241,84;1,78
Município;430463;Capão da Canoa;7.857;14;0,18;14.810,84;0;0;191;0;0,00;360,04;2,43
Município;430465;Capão do Cipó;232;0;0,00;6.354,42;0;0;6;0;0,00;164,34;2,59
Município;430466;Capão do Leão;1.233;2;0,16;4.863,14;0;0;75;0;0,00;295,81;6,08
Município;430468;Capela de Santana;1.173;7;0,60;9.824,12;0;0;21;0;0,00;175,88;1,79
Município;430469;Capitão;421;0;0,00;15.270,22;0;0;3;0;0,00;108,81;0,71
Município;430467;Capivari do Sul;788;0;0,00;16.909,87;0;0;8;0;0,00;171,67;1,02
Município;430471;Caraá;768;2;0,26;9.286,58;0;0;23;0;0,00;278,11;2,99
Município;430470;Carazinho;9.633;46;0,48;15.509,58;0;0;230;1;0,44;370,31;2,39
Município;430480;Carlos Barbosa;4.013;26;0,65;13.451,55;0;0;45;0;0,00;150,84;1,12
Município;430485;Carlos Gomes;160;0;0,00;11.619,46;0;0;1;0;0,00;72,62;0,62
Município;430490;Casca;1.184;1;0,08;13.110,40;0;0;20;0;0,00;221,46;1,69
Município;430495;Caseiros;393;3;0,77;12.273,58;0;0;13;0;0,00;406,00;3,31
Município;430500;Catuípe;1.000;5;0,50;11.397,31;0;0;24;0;0,00;273,54;2,40
Município;430510;Caxias do Sul;53.991;301;0,56;10.567,70;0;0;1.114;6;0,54;218,04;2,06
Município;430511;Centenário;225;2;0,90;7.782,77;0;0;4;0;0,00;138,36;1,78
Município;430512;Cerrito;240;0;0,00;3.940,24;0;0;11;0;0,00;180,59;4,58
Município;430513;Cerro Branco;305;0;0,00;6.501,81;0;0;2;0;0,00;42,63;0,66
Município;430515;Cerro Grande;255;0;0,00;11.034,18;0;0;7;0;0,00;302,90;2,75
Município;430517;Cerro Grande do Sul;776;0;0,00;6.340,39;0;0;21;0;0,00;171,58;2,71
Município;430520;Cerro Largo;1.552;3;0,19;10.981,39;0;0;24;0;0,00;169,82;1,55
Município;430530;Chapada;1.330;4;0,30;14.348,90;0;0;22;0;0,00;237,35;1,65
Município;430535;Charqueadas;4.932;11;0,22;12.091,50;0;0;98;0;0,00;240,26;1,99
Município;430537;Charrua;319;3;0,95;9.728,58;0;0;12;0;0,00;365,97;3,76
Município;430540;Chiapetta;402;0;0,00;10.702,88;0;0;16;0;0,00;425,99;3,98
Município;430543;Chuí;471;11;2,39;7.025,66;0;0;3;0;0,00;44,75;0,64
Município;430544;Chuvisca;124;0;0,00;2.278,99;0;0;3;0;0,00;55,14;2,42
Município;430545;Cidreira;1.379;0;0,00;8.484,07;0;0;66;1;1,54;406,05;4,79
Município;430550;Ciríaco;701;17;2,49;14.767,22;0;0;20;0;0,00;421,32;2,85
Município;430558;Colinas;564;3;0,53;23.133,72;0;0;3;0;0,00;123,05;0,53
Município;430560;Colorado;546;6;1,11;17.196,85;0;0;12;0;0,00;377,95;2,20
Município;430570;Condor;968;4;0,41;14.334,37;0;0;7;0;0,00;103,66;0,72
Município;430580;Constantina;1.380;6;0,44;13.923,92;0;0;16;0;0,00;161,44;1,16
Município;430583;Coqueiro Baixo;145;0;0,00;9.660,23;0;0;2;0;0,00;133,24;1,38
Município;430585;Coqueiros do Sul;128;0;0,00;5.550,74;0;0;2;0;0,00;86,73;1,56
Município;430587;Coronel Barros;415;7;1,72;16.474,79;0;0;4;0;0,00;158,79;0,96
Município;430590;Coronel Bicaco;745;4;0,54;10.170,65;0;0;30;0;0,00;409,56;4,03
